SUBJECT_ID	PARENT_ID	TYPE	TIMEPOINT	POPULATION	SUPER_POPULATION	FAMILY_ID	GENDER	RELATIONSHIP	FAMILY_TYPE	
HG01695		PATIENT 		IBS	European	IBS034	FEMALE	MOTHER	TRIO	
HG01696		PATIENT 		IBS	European	IBS034	MALE	CHILD	TRIO	
HG01697		PATIENT 		IBS	European	IBS035	FEMALE	MOTHER	TRIO	
HG01698		PATIENT 		IBS	European	IBS035	MALE	CHILD	TRIO	
HG01699		PATIENT 		IBS	European	IBS035	MALE	FATHER	TRIO	
HG01700		PATIENT 		IBS	European	IBS036	MALE	FATHER	TRIO	
HG01701		PATIENT 		IBS	European	IBS036	MALE	CHILD	TRIO	
HG01702		PATIENT 		IBS	European	IBS036	FEMALE	MOTHER	TRIO	
HG01703		PATIENT 		IBS	European	IBS037	MALE	CHILD	TRIO	
HG01704		PATIENT 		IBS	European	IBS037	FEMALE	MOTHER	TRIO	
HG01705		PATIENT 		IBS	European	IBS037	MALE	FATHER	TRIO	
HG01706		PATIENT 		IBS	European	IBS038	FEMALE	CHILD	TRIO	
HG01707		PATIENT 		IBS	European	IBS038	FEMALE	MOTHER	TRIO	
HG01708		PATIENT 		IBS	European	IBS038	MALE	FATHER	TRIO	
HG01709		PATIENT 		IBS	European	IBS039	MALE	FATHER	TRIO	
HG01710		PATIENT 		IBS	European	IBS039	FEMALE	MOTHER	TRIO	
HG01711		PATIENT 		IBS	European	IBS039	FEMALE	CHILD	TRIO	
HG01746		PATIENT 		IBS	European	IBS041	FEMALE	MOTHER	TRIO	
HG01747		PATIENT 		IBS	European	IBS041	MALE	FATHER	TRIO	
HG01748		PATIENT 		IBS	European	IBS041	MALE	CHILD	TRIO	
HG01755		PATIENT 		IBS	European	IBS044	FEMALE	CHILD	TRIO	
HG01756		PATIENT 		IBS	European	IBS044	MALE	FATHER	TRIO	
HG01757		PATIENT 		IBS	European	IBS044	FEMALE	MOTHER	TRIO	
HG01761		PATIENT 		IBS	European	IBS046	MALE	FATHER	TRIO	
HG01762		PATIENT 		IBS	European	IBS046	FEMALE	MOTHER	TRIO	
HG01763		PATIENT 		IBS	European	IBS046	FEMALE	CHILD	TRIO	
HG01770		PATIENT 		IBS	European	IBS049	FEMALE	MOTHER	TRIO	
HG01771		PATIENT 		IBS	European	IBS049	MALE	FATHER	TRIO	
HG01772		PATIENT 		IBS	European	IBS049	FEMALE	CHILD	TRIO	
HG01773		PATIENT 		IBS	European	IBS050	FEMALE	MOTHER	TRIO	
HG01774		PATIENT 		IBS	European	IBS050	MALE	CHILD	TRIO	
HG01775		PATIENT 		IBS	European	IBS050	MALE	FATHER	TRIO	
HG01776		PATIENT 		IBS	European	IBS051	FEMALE	MOTHER	TRIO	
HG01777		PATIENT 		IBS	European	IBS051	MALE	FATHER	TRIO	
HG01778		PATIENT 		IBS	European	IBS051	MALE	CHILD	TRIO	
HG01779		PATIENT 		IBS	European	IBS052	FEMALE	MOTHER	TRIO	
HG01780		PATIENT 		IBS	European	IBS052	MALE	CHILD	TRIO	
HG01781		PATIENT 		IBS	European	IBS052	MALE	FATHER	TRIO	
HG01782		PATIENT 		IBS	European	IBS053	FEMALE	CHILD	TRIO	
HG01783		PATIENT 		IBS	European	IBS053	MALE	FATHER	TRIO	
HG01784		PATIENT 		IBS	European	IBS053	FEMALE	MOTHER	UNREL	
HG01789		PATIENT 		GBR	European		MALE		UNREL	
HG01790		PATIENT 		GBR	European		FEMALE		UNREL	
HG01791		PATIENT 		GBR	European		MALE		UNREL	
HG01794		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01795		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01796		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01797		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01798		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01799		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01800		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01801		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01802		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01804		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01805		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01806		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01807		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01808		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01809		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01810		PATIENT 		CDX	East Asian		MALE		UNREL	
HG01811		PATIENT 		CDX	East Asian		MALE		UNREL	
HG01812		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01813		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01815		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01816		PATIENT 		CDX	East Asian		MALE		UNREL	
HG01817		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG01840		PATIENT 		KHV	East Asian	VN007	MALE		UNREL	
HG01841		PATIENT 		KHV	East Asian	VN008	FEMALE		UNREL	
HG01842		PATIENT 		KHV	East Asian	VN009	MALE		UNREL	
HG01843		PATIENT 		KHV	East Asian	VN010	FEMALE		UNREL	
HG01844		PATIENT 		KHV	East Asian	VN011	MALE		UNREL	
HG01845		PATIENT 		KHV	East Asian	VN012	FEMALE		UNREL	
HG01846		PATIENT 		KHV	East Asian	VN013	MALE		UNREL	
HG01847		PATIENT 		KHV	East Asian	VN014	FEMALE		UNREL	
HG01848		PATIENT 		KHV	East Asian	VN015	FEMALE		UNREL	
HG01849		PATIENT 		KHV	East Asian	VN016	MALE		UNREL	
HG01850		PATIENT 		KHV	East Asian	VN017	FEMALE		UNREL	
HG01851		PATIENT 		KHV	East Asian	VN018	FEMALE		UNREL	
HG01852		PATIENT 		KHV	East Asian	VN019	MALE		UNREL	
HG01853		PATIENT 		KHV	East Asian	VN020	FEMALE		UNREL	
HG01855		PATIENT 		KHV	East Asian	VN022	FEMALE		UNREL	
HG01857		PATIENT 		KHV	East Asian	VN024	FEMALE		UNREL	
HG01858		PATIENT 		KHV	East Asian	VN025	FEMALE		UNREL	
HG01859		PATIENT 		KHV	East Asian	VN026	FEMALE		UNREL	
HG01860		PATIENT 		KHV	East Asian	VN027	MALE		UNREL	
HG01861		PATIENT 		KHV	East Asian	VN028	MALE		UNREL	
HG01862		PATIENT 		KHV	East Asian	VN029	FEMALE		UNREL	
HG01863		PATIENT 		KHV	East Asian	VN030	FEMALE		UNREL	
HG01864		PATIENT 		KHV	East Asian	VN031	MALE		UNREL	
HG01865		PATIENT 		KHV	East Asian	VN032	MALE		UNREL	
HG01866		PATIENT 		KHV	East Asian	VN033	MALE		UNREL	
HG01867		PATIENT 		KHV	East Asian	VN034	MALE		UNREL	
HG01868		PATIENT 		KHV	East Asian	VN035	FEMALE		UNREL	
HG01869		PATIENT 		KHV	East Asian	VN036	FEMALE		UNREL	
HG01870		PATIENT 		KHV	East Asian	VN037	FEMALE		UNREL	
HG01871		PATIENT 		KHV	East Asian	VN038	FEMALE		UNREL	
HG01872		PATIENT 		KHV	East Asian	VN039	MALE		UNREL	
HG01873		PATIENT 		KHV	East Asian	VN040	MALE		UNREL	
HG01874		PATIENT 		KHV	East Asian	VN041	FEMALE		UNREL	
HG01878		PATIENT 		KHV	East Asian	VN045	FEMALE		TRIO	
HG01879		PATIENT 		ACB	African	BB01	MALE	FATHER	TRIO	
HG01880		PATIENT 		ACB	African	BB01	FEMALE	MOTHER	TRIO	
HG01881		PATIENT 		ACB	African	BB01	FEMALE	CHILD	TRIO	
HG01882		PATIENT 		ACB	African	BB02	MALE	FATHER	TRIO	
HG01883		PATIENT 		ACB	African	BB02	FEMALE	MOTHER	TRIO	
HG01884		PATIENT 		ACB	African	BB03	FEMALE	CHILD	TRIO	
HG01885		PATIENT 		ACB	African	BB03	MALE	FATHER	TRIO	
HG01886		PATIENT 		ACB	African	BB04	FEMALE	MOTHER	TRIO	
HG01887		PATIENT 		ACB	African	BB04	MALE	CHILD	TRIO	
HG01888		PATIENT 		ACB	African	BB02	MALE	CHILD	TRIO	
HG01889		PATIENT 		ACB	African	BB05	FEMALE	MOTHER	TRIO	
HG01890		PATIENT 		ACB	African	BB05	MALE	FATHER	TRIO	
HG01891		PATIENT 		ACB	African	BB05	FEMALE	CHILD	TRIO	
HG01892		PATIENT 		PEL	Ad Mixed American	PEL007	MALE	FATHER	TRIO	
HG01893		PATIENT 		PEL	Ad Mixed American	PEL007	FEMALE	MOTHER	TRIO	
HG01894		PATIENT 		ACB	African	BB06	FEMALE	MOTHER	TRIO	
HG01895		PATIENT 		ACB	African	BB06	MALE	CHILD	TRIO	
HG01896		PATIENT 		ACB	African	BB07	FEMALE	MOTHER	TRIO	
HG01897		PATIENT 		ACB	African	BB07	MALE	CHILD	TRIO	
HG01898		PATIENT 		PEL	Ad Mixed American	PEL007	FEMALE	CHILD	TRIO	
HG01912		PATIENT 		ACB	African	BB06	MALE	FATHER	TRIO	
HG01914		PATIENT 		ACB	African	BB09	MALE	FATHER	TRIO	
HG01915		PATIENT 		ACB	African	BB09	FEMALE	MOTHER	TRIO	
HG01916		PATIENT 		ACB	African	BB09	FEMALE	CHILD	TRIO	
HG01917		PATIENT 		PEL	Ad Mixed American	PEL006	MALE	FATHER	TRIO	
HG01918		PATIENT 		PEL	Ad Mixed American	PEL006	FEMALE	MOTHER	TRIO	
HG01919		PATIENT 		PEL	Ad Mixed American	PEL006	MALE	CHILD	TRIO	
HG01920		PATIENT 		PEL	Ad Mixed American	PEL009	MALE	FATHER	TRIO	
HG01921		PATIENT 		PEL	Ad Mixed American	PEL009	FEMALE	MOTHER	TRIO	
HG01922		PATIENT 		PEL	Ad Mixed American	PEL009	FEMALE	CHILD	TRIO	
HG01923		PATIENT 		PEL	Ad Mixed American	PEL010	MALE	FATHER	TRIO	
HG01924		PATIENT 		PEL	Ad Mixed American	PEL010	FEMALE	MOTHER	TRIO	
HG01925		PATIENT 		PEL	Ad Mixed American	PEL010	MALE	CHILD	TRIO	
HG01926		PATIENT 		PEL	Ad Mixed American	PEL011	MALE	FATHER	TRIO	
HG01927		PATIENT 		PEL	Ad Mixed American	PEL011	FEMALE	MOTHER	TRIO	
HG01928		PATIENT 		PEL	Ad Mixed American	PEL011	MALE	CHILD	TRIO	
HG01932		PATIENT 		PEL	Ad Mixed American	PEL013	MALE	FATHER	TRIO	
HG01933		PATIENT 		PEL	Ad Mixed American	PEL013	FEMALE	MOTHER	TRIO	
HG01934		PATIENT 		PEL	Ad Mixed American	PEL013	MALE	CHILD	TRIO	
HG01935		PATIENT 		PEL	Ad Mixed American	PEL014	MALE	FATHER	TRIO	
HG01936		PATIENT 		PEL	Ad Mixed American	PEL014	FEMALE	MOTHER	TRIO	
HG01937		PATIENT 		PEL	Ad Mixed American	PEL014	MALE	CHILD	TRIO	
HG01938		PATIENT 		PEL	Ad Mixed American	PEL015	MALE	FATHER	TRIO	
HG01939		PATIENT 		PEL	Ad Mixed American	PEL015	FEMALE	MOTHER	TRIO	
HG01940		PATIENT 		PEL	Ad Mixed American	PEL015	FEMALE	CHILD	TRIO	
HG01941		PATIENT 		PEL	Ad Mixed American	PEL016	MALE	FATHER	TRIO	
HG01942		PATIENT 		PEL	Ad Mixed American	PEL016	FEMALE	MOTHER	TRIO	
HG01943		PATIENT 		PEL	Ad Mixed American	PEL016	MALE	CHILD	TRIO	
HG01944		PATIENT 		PEL	Ad Mixed American	PEL017	MALE	FATHER	TRIO	
HG01945		PATIENT 		PEL	Ad Mixed American	PEL017	FEMALE	MOTHER	TRIO	
HG01946		PATIENT 		PEL	Ad Mixed American	PEL017	MALE	CHILD	TRIO	
HG01947		PATIENT 		PEL	Ad Mixed American	PEL018	MALE	FATHER	TRIO	
HG01948		PATIENT 		PEL	Ad Mixed American	PEL018	FEMALE	MOTHER	TRIO	
HG01949		PATIENT 		PEL	Ad Mixed American	PEL018	FEMALE	CHILD	TRIO	
HG01950		PATIENT 		PEL	Ad Mixed American	PEL019	MALE	FATHER	TRIO	
HG01951		PATIENT 		PEL	Ad Mixed American	PEL019	FEMALE	MOTHER	TRIO	
HG01952		PATIENT 		PEL	Ad Mixed American	PEL019	MALE	CHILD	TRIO	
HG01953		PATIENT 		PEL	Ad Mixed American	PEL020	MALE	FATHER	TRIO	
HG01954		PATIENT 		PEL	Ad Mixed American	PEL020	FEMALE	MOTHER	TRIO	
HG01955		PATIENT 		PEL	Ad Mixed American	PEL020	FEMALE	CHILD	TRIO	
HG01956		PATIENT 		ACB	African	BB03	FEMALE	MOTHER	TRIO	
HG01958		PATIENT 		ACB	African	BB10	FEMALE	MOTHER	TRIO	
HG01959		PATIENT 		ACB	African	BB10	FEMALE	CHILD	TRIO	
HG01960		PATIENT 		ACB	African	BB11	FEMALE	CHILD	TRIO	
HG01967		PATIENT 		PEL	Ad Mixed American	PEL023	MALE	FATHER	TRIO	
HG01968		PATIENT 		PEL	Ad Mixed American	PEL023	FEMALE	MOTHER	TRIO	
HG01969		PATIENT 		PEL	Ad Mixed American	PEL023	FEMALE	CHILD	TRIO	
HG01970		PATIENT 		PEL	Ad Mixed American	PEL024	MALE	FATHER	TRIO	
HG01971		PATIENT 		PEL	Ad Mixed American	PEL024	FEMALE	MOTHER	TRIO	
HG01972		PATIENT 		PEL	Ad Mixed American	PEL024	FEMALE	CHILD	TRIO	
HG01973		PATIENT 		PEL	Ad Mixed American	PEL25	FEMALE	MOTHER	TRIO	
HG01974		PATIENT 		PEL	Ad Mixed American	PEL25	MALE	FATHER	TRIO	
HG01975		PATIENT 		PEL	Ad Mixed American	PEL25	FEMALE	CHILD	TRIO	
HG01976		PATIENT 		PEL	Ad Mixed American	PEL26	FEMALE	MOTHER	TRIO	
HG01977		PATIENT 		PEL	Ad Mixed American	PEL26	MALE	FATHER	TRIO	
HG01978		PATIENT 		PEL	Ad Mixed American	PEL26	FEMALE	CHILD	TRIO	
HG01979		PATIENT 		PEL	Ad Mixed American	PEL27	MALE	FATHER	TRIO	
HG01980		PATIENT 		PEL	Ad Mixed American	PEL27	FEMALE	MOTHER	TRIO	
HG01981		PATIENT 		PEL	Ad Mixed American	PEL27	FEMALE	CHILD	TRIO	
HG01982		PATIENT 		PEL	Ad Mixed American	PEL28	MALE	FATHER	TRIO	
HG01983		PATIENT 		PEL	Ad Mixed American	PEL28	FEMALE	MOTHER	TRIO	
HG01984		PATIENT 		PEL	Ad Mixed American	PEL28	MALE	CHILD	UNREL	
HG01985		PATIENT 		ACB	African	BB08	FEMALE		TRIO	
HG01986		PATIENT 		ACB	African	BB10	MALE	FATHER	TRIO	
HG01987		PATIENT 		ACB	African	BB12	MALE	CHILD	TRIO	
HG01988		PATIENT 		ACB	African	BB11	MALE	FATHER	TRIO	
HG01989		PATIENT 		ACB	African	BB11	FEMALE	MOTHER	TRIO	
HG01990		PATIENT 		ACB	African	BB12	MALE	FATHER	TRIO	
HG01991		PATIENT 		PEL	Ad Mixed American	PEL29	MALE	FATHER	TRIO	
HG01992		PATIENT 		PEL	Ad Mixed American	PEL29	FEMALE	MOTHER	TRIO	
HG01993		PATIENT 		PEL	Ad Mixed American	PEL29	FEMALE	CHILD	TRIO	
HG01997		PATIENT 		PEL	Ad Mixed American	PEL31	FEMALE	MOTHER	TRIO	
HG01998		PATIENT 		PEL	Ad Mixed American	PEL31	MALE	CHILD	TRIO	
HG02002		PATIENT 		PEL	Ad Mixed American	PEL33	MALE	FATHER	TRIO	
HG02003		PATIENT 		PEL	Ad Mixed American	PEL33	FEMALE	MOTHER	TRIO	
HG02004		PATIENT 		PEL	Ad Mixed American	PEL33	FEMALE	CHILD	TRIO	
HG02008		PATIENT 		PEL	Ad Mixed American	PEL31	MALE	FATHER	TRIO	
HG02009		PATIENT 		ACB	African	BB13	MALE	FATHER	TRIO	
HG02010		PATIENT 		ACB	African	BB13	FEMALE	MOTHER	TRIO	
HG02011		PATIENT 		ACB	African	BB13	MALE	CHILD	TRIO	
HG02012		PATIENT 		ACB	African	BB12	FEMALE	MOTHER	TRIO	
HG02013		PATIENT 		ACB	African	BB07	MALE	FATHER	TRIO	
HG02014		PATIENT 		ACB	African	BB04	MALE	FATHER	TRIO	
HG02015		PATIENT 		KHV	East Asian	VN046	MALE	CHILD	TRIO	
HG02016		PATIENT 		KHV	East Asian	VN046	FEMALE	MOTHER	TRIO	
HG02017		PATIENT 		KHV	East Asian	VN046	MALE	FATHER	TRIO	
HG02018		PATIENT 		KHV	East Asian	VN047	FEMALE	CHILD	TRIO	
HG02019		PATIENT 		KHV	East Asian	VN047	FEMALE	MOTHER	TRIO	
HG02020		PATIENT 		KHV	East Asian	VN047	MALE	FATHER	DUO	
HG02021		PATIENT 		KHV	East Asian	VN048	MALE	CHILD		
HG02022		PATIENT 		KHV	East Asian	VN048	FEMALE	MOTHER	DUO	
HG02023		PATIENT 		KHV	East Asian	VN048	MALE	FATHER	TRIO	
HG02024		PATIENT 		KHV	East Asian	VN049	FEMALE	CHILD	TRIO	
HG02025		PATIENT 		KHV	East Asian	VN049	FEMALE	MOTHER	TRIO	
HG02026		PATIENT 		KHV	East Asian	VN049	MALE	FATHER	TRIO	
HG02027		PATIENT 		KHV	East Asian	VN050	MALE	CHILD	TRIO	
HG02028		PATIENT 		KHV	East Asian	VN050	FEMALE	MOTHER	TRIO	
HG02029		PATIENT 		KHV	East Asian	VN050	MALE	FATHER	TRIO	
HG02030		PATIENT 		KHV	East Asian	VN051	MALE	CHILD	TRIO	
HG02031		PATIENT 		KHV	East Asian	VN051	FEMALE	MOTHER	TRIO	
HG02032		PATIENT 		KHV	East Asian	VN051	MALE	FATHER	UNREL	
HG02035		PATIENT 		KHV	East Asian	VN052	MALE		UNREL	
HG02040		PATIENT 		KHV	East Asian	VN054	FEMALE		UNREL	
HG02046		PATIENT 		KHV	East Asian	VN056	FEMALE		UNREL	
HG02047		PATIENT 		KHV	East Asian	VN056a	MALE		UNREL	
HG02048		PATIENT 		KHV	East Asian	VN057	FEMALE		UNREL	
HG02049		PATIENT 		KHV	East Asian	VN058	FEMALE		UNREL	
HG02050		PATIENT 		KHV	East Asian	VN059	MALE		UNREL	
HG02051		PATIENT 		ACB	African	BB14	MALE		UNREL	
HG02052		PATIENT 		ACB	African	BB14a	FEMALE		TRIO	
HG02053		PATIENT 		ACB	African	BB15	MALE	FATHER	TRIO	
HG02054		PATIENT 		ACB	African	BB15	FEMALE	MOTHER	TRIO	
HG02055		PATIENT 		ACB	African	BB15	MALE	CHILD	TRIO	
HG02056		PATIENT 		KHV	East Asian	VN060	FEMALE	CHILD	TRIO	
HG02057		PATIENT 		KHV	East Asian	VN060	FEMALE	MOTHER	TRIO	
HG02058		PATIENT 		KHV	East Asian	VN060	MALE	FATHER	TRIO	
HG02059		PATIENT 		KHV	East Asian	VN061	MALE	CHILD	TRIO	
HG02060		PATIENT 		KHV	East Asian	VN061	FEMALE	MOTHER	TRIO	
HG02061		PATIENT 		KHV	East Asian	VN061	MALE	FATHER	UNREL	
HG02064		PATIENT 		KHV	East Asian	VN062	MALE		UNREL	
HG02067		PATIENT 		KHV	East Asian	VN063	MALE		TRIO	
HG02068		PATIENT 		KHV	East Asian	VN064	FEMALE	CHILD	TRIO	
HG02069		PATIENT 		KHV	East Asian	VN064	FEMALE	MOTHER	TRIO	
HG02070		PATIENT 		KHV	East Asian	VN064	MALE	FATHER	TRIO	
HG02071		PATIENT 		KHV	East Asian	VN065	MALE	CHILD	TRIO	
HG02072		PATIENT 		KHV	East Asian	VN065	FEMALE	MOTHER	TRIO	
HG02073		PATIENT 		KHV	East Asian	VN065	MALE	FATHER	TRIO	
HG02074		PATIENT 		KHV	East Asian	VN066	MALE	CHILD	TRIO	
HG02075		PATIENT 		KHV	East Asian	VN066	FEMALE	MOTHER	TRIO	
HG02076		PATIENT 		KHV	East Asian	VN066	MALE	FATHER	TRIO	
HG02077		PATIENT 		KHV	East Asian	VN067	MALE	CHILD	TRIO	
HG02078		PATIENT 		KHV	East Asian	VN067	FEMALE	MOTHER	TRIO	
HG02079		PATIENT 		KHV	East Asian	VN067	MALE	FATHER	TRIO	
HG02080		PATIENT 		KHV	East Asian	VN068	FEMALE	CHILD	TRIO	
HG02081		PATIENT 		KHV	East Asian	VN068	FEMALE	MOTHER	TRIO	
HG02082		PATIENT 		KHV	East Asian	VN068	MALE	FATHER	TRIO	
HG02083		PATIENT 		KHV	East Asian	VN069	MALE	CHILD	TRIO	
HG02084		PATIENT 		KHV	East Asian	VN069	FEMALE	MOTHER	TRIO	
HG02085		PATIENT 		KHV	East Asian	VN069	MALE	FATHER	UNREL	
HG02086		PATIENT 		KHV	East Asian	VN070	FEMALE		UNREL	
HG02087		PATIENT 		KHV	East Asian	VN071	FEMALE		UNREL	
HG02088		PATIENT 		KHV	East Asian	VN072	MALE		TRIO	
HG02089		PATIENT 		PEL	Ad Mixed American	PEL35	FEMALE	MOTHER	TRIO	
HG02090		PATIENT 		PEL	Ad Mixed American	PEL35	MALE	FATHER	TRIO	
HG02091		PATIENT 		PEL	Ad Mixed American	PEL35	FEMALE	CHILD	UNREL	
HG02095		PATIENT 		ACB	African	BB16	FEMALE		TRIO	
HG02104		PATIENT 		PEL	Ad Mixed American	PEL38	MALE	FATHER	TRIO	
HG02105		PATIENT 		PEL	Ad Mixed American	PEL38	FEMALE	MOTHER	TRIO	
HG02106		PATIENT 		PEL	Ad Mixed American	PEL38	FEMALE	CHILD	UNREL	
HG02107		PATIENT 		ACB	African	BB18	MALE		UNREL	
HG02108		PATIENT 		ACB	African	BB18a	FEMALE		UNREL	
HG02111		PATIENT 		ACB	African	BB19	FEMALE		UNREL	
HG02113		PATIENT 		KHV	East Asian	VN073	FEMALE		UNREL	
HG02116		PATIENT 		KHV	East Asian	VN074	MALE		TRIO	
HG02120		PATIENT 		KHV	East Asian	VN076	MALE	CHILD	TRIO	
HG02121		PATIENT 		KHV	East Asian	VN076	FEMALE	MOTHER	TRIO	
HG02122		PATIENT 		KHV	East Asian	VN076	MALE	FATHER	TRIO	
HG02126		PATIENT 		KHV	East Asian	VN078	FEMALE	CHILD	TRIO	
HG02127		PATIENT 		KHV	East Asian	VN078	FEMALE	MOTHER	TRIO	
HG02128		PATIENT 		KHV	East Asian	VN078	MALE	FATHER	TRIO	
HG02129		PATIENT 		KHV	East Asian	VN079	MALE	CHILD	TRIO	
HG02130		PATIENT 		KHV	East Asian	VN079	FEMALE	MOTHER	TRIO	
HG02131		PATIENT 		KHV	East Asian	VN079	MALE	FATHER	TRIO	
HG02132		PATIENT 		KHV	East Asian	VN080	MALE	CHILD	TRIO	
HG02133		PATIENT 		KHV	East Asian	VN080	FEMALE	MOTHER	TRIO	
HG02134		PATIENT 		KHV	East Asian	VN080	MALE	FATHER	TRIO	
HG02135		PATIENT 		KHV	East Asian	VN081	MALE	CHILD	TRIO	
HG02136		PATIENT 		KHV	East Asian	VN081	FEMALE	MOTHER	TRIO	
HG02137		PATIENT 		KHV	East Asian	VN081	MALE	FATHER	UNREL	
HG02138		PATIENT 		KHV	East Asian	VN082	MALE		UNREL	
HG02139		PATIENT 		KHV	East Asian	VN083	FEMALE		UNREL	
HG02140		PATIENT 		KHV	East Asian	VN084	FEMALE		UNREL	
HG02141		PATIENT 		KHV	East Asian	VN085	MALE		UNREL	
HG02142		PATIENT 		KHV	East Asian	VN086	FEMALE		TRIO	
HG02143		PATIENT 		ACB	African	BB20	MALE	FATHER	TRIO	
HG02144		PATIENT 		ACB	African	BB20	FEMALE	MOTHER	TRIO	
HG02145		PATIENT 		ACB	African	BB20	MALE	CHILD	TRIO	
HG02146		PATIENT 		PEL	Ad Mixed American	PEL39	MALE	FATHER	TRIO	
HG02147		PATIENT 		PEL	Ad Mixed American	PEL39	FEMALE	MOTHER	TRIO	
HG02148		PATIENT 		PEL	Ad Mixed American	PEL39	FEMALE	CHILD	UNREL	
HG02151		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02152		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02153		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02154		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02155		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02156		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02164		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02165		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02166		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02178		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02179		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02180		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02181		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02182		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02184		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02185		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02186		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02187		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02188		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02189		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02190		PATIENT 		CDX	East Asian		FEMALE		UNREL	
HG02215		PATIENT 		GBR	European		FEMALE		TRIO	
HG02220		PATIENT 		IBS	European	IBS056	FEMALE	MOTHER	TRIO	
HG02221		PATIENT 		IBS	European	IBS056	MALE	FATHER	TRIO	
HG02222		PATIENT 		IBS	European	IBS056	FEMALE	CHILD	TRIO	
HG02223		PATIENT 		IBS	European	IBS057	FEMALE	MOTHER	TRIO	
HG02224		PATIENT 		IBS	European	IBS057	MALE	FATHER	TRIO	
HG02225		PATIENT 		IBS	European	IBS057	FEMALE	CHILD	TRIO	
HG02229		PATIENT 		IBS	European	IBS059	FEMALE	CHILD	TRIO	
HG02230		PATIENT 		IBS	European	IBS059	FEMALE	MOTHER	TRIO	
HG02231		PATIENT 		IBS	European	IBS059	MALE	FATHER	TRIO	
HG02232		PATIENT 		IBS	European	IBS060	FEMALE	MOTHER	TRIO	
HG02233		PATIENT 		IBS	European	IBS060	MALE	FATHER	TRIO	
HG02234		PATIENT 		IBS	European	IBS060	MALE	CHILD	TRIO	
HG02235		PATIENT 		IBS	European	IBS061	FEMALE	MOTHER	TRIO	
HG02236		PATIENT 		IBS	European	IBS061	MALE	FATHER	TRIO	
HG02237		PATIENT 		IBS	European	IBS061	FEMALE	CHILD	TRIO	
HG02238		PATIENT 		IBS	European	IBS062	MALE	FATHER	TRIO	
HG02239		PATIENT 		IBS	European	IBS062	FEMALE	MOTHER	TRIO	
HG02240		PATIENT 		IBS	European	IBS062	FEMALE	CHILD	UNREL	
HG02250		PATIENT 		CDX	East Asian		MALE		TRIO	
HG02255		PATIENT 		ACB	African	BB21	MALE	FATHER	TRIO	
HG02256		PATIENT 		ACB	African	BB21	FEMALE	MOTHER	TRIO	
HG02257		PATIENT 		ACB	African	BB21	FEMALE	CHILD	TRIO	
HG02258		PATIENT 		ACB	African	BB22	MALE	CHILD	TRIO	
HG02259		PATIENT 		PEL	Ad Mixed American	PEL42	MALE	FATHER	TRIO	
HG02260		PATIENT 		PEL	Ad Mixed American	PEL42	FEMALE	MOTHER	TRIO	
HG02261		PATIENT 		PEL	Ad Mixed American	PEL42	MALE	CHILD	TRIO	
HG02271		PATIENT 		PEL	Ad Mixed American	PEL46	MALE	FATHER	TRIO	
HG02272		PATIENT 		PEL	Ad Mixed American	PEL46	FEMALE	MOTHER	TRIO	
HG02273		PATIENT 		PEL	Ad Mixed American	PEL46	FEMALE	CHILD	TRIO	
