V1	V2
ILMN_1685710	LOC645043
ILMN_1759863	RTDR1
ILMN_1909827	
ILMN_1694588	C4BPB
ILMN_1909821	
ILMN_1708328	RAB11FIP3
ILMN_2334205	ERCC6L
ILMN_2334204	ERCC6L
ILMN_2352090	GPRC5C
ILMN_2076429	GALNT17
ILMN_2190069	DEFB110
ILMN_1912417	
ILMN_1823229	
ILMN_2247703	BRDT
ILMN_1850424	
ILMN_1735108	ANKS6
ILMN_1904584	
ILMN_1851754	
ILMN_1679093	ZNF581
ILMN_1733412	MGC5457
ILMN_1870115	
ILMN_1831577	
ILMN_1794372	GHRH
ILMN_1848790	
ILMN_1772768	PSG7
ILMN_1651656	PSG7
ILMN_1867213	
ILMN_1733065	LOC644046
ILMN_2379734	CTBP1
ILMN_1842468	
ILMN_1712989	LOC649984
ILMN_1902592	
ILMN_2154157	CHRNA3
ILMN_1794816	CHRNA3
ILMN_1661537	LEPROT
ILMN_1705116	C6orf85
ILMN_2174275	RBMY1A3P
ILMN_2174266	RBMY1A3P
ILMN_1817817	
ILMN_2404516	PCDHGA1
ILMN_1687792	DKFZp761O2018
ILMN_1868865	
ILMN_1789809	LOC644511
ILMN_1680673	NT5DC1
ILMN_1697907	LOC649542
ILMN_1744487	C1QTNF5
ILMN_1788377	COL27A1
ILMN_1670101	CLEC2D
ILMN_1868179	
ILMN_1801302	SCN1B
ILMN_1763400	LOC648362
ILMN_2084825	HBG2
ILMN_1759157	C10orf51
ILMN_1822327	
ILMN_1838282	
ILMN_1677925	LOC646617
ILMN_2131811	CLPS
ILMN_1900277	
ILMN_2350240	GTF2I
ILMN_1672165	LOC643453
ILMN_1820043	
ILMN_2354334	ATXN2L
ILMN_1729288	C1QTNF6
ILMN_1689102	C1QTNF6
ILMN_1826719	
ILMN_1775428	ZKSCAN5
ILMN_1695847	ZKSCAN5
ILMN_1868503	
ILMN_1684368	C5orf62
ILMN_1765310	TCEAL2
ILMN_1704065	LOC400768
ILMN_1695940	OR8J1
ILMN_2191949	OR8J1
ILMN_1838398	
ILMN_1794068	RFX4
ILMN_2413622	RFX4
ILMN_1738246	OR10A7
ILMN_1885697	
ILMN_1862889	
ILMN_2184575	FLJ16793
ILMN_1854131	
ILMN_1807272	PRSS48
ILMN_2134801	AGXT2L1
ILMN_1781677	LOC643988
ILMN_1694432	CRIP2
ILMN_1786197	NR2F1
ILMN_2369571	SLC4A5
ILMN_2273224	SLC4A5
ILMN_1667750	SLC4A5
ILMN_1713841	LNX1
ILMN_1732699	FAM21B
ILMN_1872270	
ILMN_1662862	LOC644556
ILMN_1671547	HMGA2
ILMN_2274571	GAS7
ILMN_1880010	
ILMN_1791838	LYG1
ILMN_2194678	LOC153328
ILMN_1913510	
ILMN_1891503	
ILMN_1662892	LOC652536
ILMN_1785785	NCOA1
ILMN_1669033	NCOA1
ILMN_1886516	
ILMN_1829654	
ILMN_1680867	C6orf61
ILMN_1700606	RNF43
ILMN_2316806	RWDD1
ILMN_1904980	
ILMN_1795706	WNT6
ILMN_1802649	C11orf58
ILMN_1877540	
ILMN_1766123	FHIT
ILMN_2180864	RPS26P11
ILMN_2180866	RPS26P11
ILMN_1723962	LXN
ILMN_1721801	GDAP1
ILMN_1742600	LOC653468
ILMN_1797793	BLVRB
ILMN_1830251	
ILMN_1753584	KRT8
ILMN_1766370	PHLDB3
ILMN_1680945	PTPN20
ILMN_2387919	PRKAG2
ILMN_1836617	
ILMN_2242068	GSTCD
ILMN_1765684	C19orf70
ILMN_1714602	CD86
ILMN_1821650	
ILMN_1893802	
ILMN_1810826	MAK10
ILMN_1880721	
ILMN_2102721	DEFA1B
ILMN_1679357	DEFA1B
ILMN_1725661	DEFA1B
ILMN_1694174	TRIM68
ILMN_1916314	
ILMN_1779333	MSRB3
ILMN_1669430	LOC644262
ILMN_1862731	
ILMN_1842029	
ILMN_1862770	
ILMN_1894257	
ILMN_1916248	
ILMN_1754913	WDR88
ILMN_1766425	REPS2
ILMN_1724668	REPS2
ILMN_1656934	REPS2
ILMN_2061537	UGT1A8
ILMN_1687018	GAS7
ILMN_1694995	LOC645789
ILMN_1708782	MFAP3
ILMN_1877953	
ILMN_1849272	
ILMN_1841845	
ILMN_1798493	MRVI1
ILMN_1653394	LOC642916
ILMN_1808793	LOC391770
ILMN_1732475	STYX
ILMN_2184535	STYX
ILMN_1671780	LOC642685
ILMN_1820767	
ILMN_1908258	
ILMN_1907152	
ILMN_1787208	LOC653736
ILMN_1897506	
ILMN_1779600	RIPK5
ILMN_1789266	CCDC25
ILMN_1793146	CCDC25
ILMN_1652424	OR1S1
ILMN_1662954	CCT7
ILMN_1703718	CCT7
ILMN_1651346	TICAM2
ILMN_1696749	LMNA
ILMN_1737394	LMNA
ILMN_1819173	
ILMN_1895640	
ILMN_2041368	RN7SL1
ILMN_2159044	PDF
ILMN_1698912	PDF
ILMN_1847822	KIAA0368
ILMN_2261882	KIAA0368
ILMN_1836934	
ILMN_1811880	LOC652661
ILMN_1889765	
ILMN_1687970	SPO11
ILMN_1755775	OR8I2
ILMN_1908421	
ILMN_1672776	COL10A1
ILMN_2188521	PVRL3
ILMN_1727633	PVRL3
ILMN_1843949	
ILMN_1766539	LOC643319
ILMN_1879209	
ILMN_1811973	PPARD
ILMN_1784870	CES7
ILMN_1738233	AMIGO3
ILMN_1665923	THEM5
ILMN_1658152	MAP3K10
ILMN_1747637	LOC644008
ILMN_1805998	C18orf21
ILMN_1915085	
ILMN_1847363	LOC731835
ILMN_2103133	PDZD11
ILMN_1678457	ZNF600
ILMN_1811972	MYCBP2
ILMN_1873278	LOC731895
ILMN_1654609	TIGA1
ILMN_1912402	
ILMN_1702824	OR52W1
ILMN_1833837	
ILMN_1827756	
ILMN_2409395	CCNC
ILMN_1862648	
ILMN_1738326	EIF4E2
ILMN_1890548	
ILMN_1691566	CCDC140
ILMN_1878305	
ILMN_1859905	
ILMN_1844518	
ILMN_1702072	RAG2
ILMN_1815885	ZFP112
ILMN_1678165	LSM7
ILMN_2101810	ARHGAP12
ILMN_1805064	SCARNA9
ILMN_1748578	RAD21
ILMN_2221006	RAD21
ILMN_2376859	PDGFD
ILMN_1826591	
ILMN_1690352	ADO
ILMN_1860723	
ILMN_1888939	
ILMN_1855592	
ILMN_1731777	NTRK1
ILMN_1913232	
ILMN_1825660	CCDC15
ILMN_1706706	WDR68
ILMN_1704084	CMAH
ILMN_1758829	JPH4
ILMN_1767047	LOC391282
ILMN_2137208	GOLT1A
ILMN_1688067	SEPT5
ILMN_1789627	SEPT5
ILMN_1911278	
ILMN_1892501	
ILMN_1712939	LOC652483
ILMN_1816721	
ILMN_1671819	LOC643906
ILMN_1874063	
ILMN_1904189	
ILMN_1726421	METTL9
ILMN_1863905	
ILMN_1819258	
ILMN_1700546	ELOVL6
ILMN_2111187	ELOVL6
ILMN_2333670	RNASE1
ILMN_2230530	PHF8
ILMN_1711318	PHF8
ILMN_1675150	HKR1
ILMN_1892498	
ILMN_1912732	
ILMN_1752579	ATP6V0A1
ILMN_1908954	
ILMN_1688195	LOC650239
ILMN_1797638	OR51A2
ILMN_1866397	
ILMN_1760102	ZNF550
ILMN_1890328	
ILMN_1761789	CA7
ILMN_1857614	
ILMN_1678754	PFDN2
ILMN_1851787	
ILMN_1709399	SLC25A34
ILMN_1808537	LRRC66
ILMN_1723414	HACL1
ILMN_1737523	PCDHGA1
ILMN_1717967	PCDHGA1
ILMN_2377746	RUNX2
ILMN_1765620	VSTM2
ILMN_1737961	DCAF12L2
ILMN_1740587	RPS11
ILMN_1676407	LOC646100
ILMN_1699565	PYY2
ILMN_1778505	LOC642771
ILMN_1804498	C7orf27
ILMN_1689908	ANKRD13A
ILMN_1861739	
ILMN_1750447	GOLGA6A
ILMN_1709877	TRIML1
ILMN_1884265	
ILMN_1886537	
ILMN_1858612	
ILMN_1842738	
ILMN_1840927	
ILMN_1708646	LOC643149
ILMN_2070570	ABCA10
ILMN_1818181	
ILMN_1829507	
ILMN_2237252	LY6H
ILMN_1660501	LY6H
ILMN_1753415	LY6H
ILMN_1734542	OVGP1
ILMN_1679881	WRN
ILMN_1687947	HIST1H2BE
ILMN_1814173	SMARCA4
ILMN_1671621	PCMT1
ILMN_1751338	NUP133
ILMN_2180252	FAM70A
ILMN_1699978	FAM70A
ILMN_1712729	DKK4
ILMN_1894687	
ILMN_1725130	FAM50A
ILMN_1740707	LOC646123
ILMN_1756705	CHTF18
ILMN_1859878	
ILMN_1715351	SCYE1
ILMN_1772588	C6orf97
ILMN_1712943	CCK
ILMN_1773063	OSBPL1A
ILMN_2405602	OSBPL1A
ILMN_1754158	C6orf185
ILMN_1792256	TBX2
ILMN_1684931	GPR119
ILMN_1761490	ZNF75D
ILMN_1696567	LY6G6E
ILMN_1903651	
ILMN_1788394	TTLL6
ILMN_2128967	C11orf1
ILMN_1656883	LOC643201
ILMN_1792682	MCTP2
ILMN_1857918	
ILMN_1904622	
ILMN_1899555	
ILMN_1875710	
ILMN_1691290	CELSR3
ILMN_2132828	RAB6C
ILMN_1654630	FAM193B
ILMN_1655626	FAM193B
ILMN_1882899	
ILMN_1744545	ZNRF4
ILMN_1916698	
ILMN_1683614	ZPBP
ILMN_1725889	AFF2
ILMN_1861759	
ILMN_1757336	LRCH3
ILMN_2283216	LRRN4CL
ILMN_1686254	FAM127B
ILMN_2089340	FAM127B
ILMN_1718852	PLCL1
ILMN_1747573	C3orf65
ILMN_2224333	C3orf65
ILMN_1882886	
ILMN_1722032	LOC653060
ILMN_1878137	
ILMN_1742179	FNDC7
ILMN_1732404	C2orf15
ILMN_2059165	KRTAP4-2
ILMN_1867287	
ILMN_2211910	LOC649159
ILMN_1652170	LOC649159
ILMN_2090004	AQP10
ILMN_1696151	MON1A
ILMN_1902358	
ILMN_1665282	LOC652113
ILMN_1684574	DDX12
ILMN_1903956	
ILMN_1679045	SBDS
ILMN_1901972	
ILMN_1733519	HMGB3
ILMN_1751141	RGS12
ILMN_1662963	PSD2
ILMN_1868875	
ILMN_1871087	
ILMN_1776094	PPCS
ILMN_1877611	
ILMN_1660654	CDCA2
ILMN_1861245	
ILMN_1909968	
ILMN_2197164	TAAR1
ILMN_1744056	TAAR1
ILMN_1675085	UBA6
ILMN_2232712	MYO10
ILMN_1651672	LOC646717
ILMN_1691855	CACNA1B
ILMN_1886047	
ILMN_1737698	RNF126P1
ILMN_1777971	RNF126P1
ILMN_1780904	LOC390683
ILMN_2083742	C1orf146
ILMN_1699205	C1orf146
ILMN_1880340	
ILMN_1703370	ZDHHC12
ILMN_1712673	SASH1
ILMN_1685988	LOC441958
ILMN_1901779	
ILMN_2345292	FXYD1
ILMN_1764022	FXYD1
ILMN_1724349	RGS3
ILMN_1653202	LOC643717
ILMN_1689318	NUAK1
ILMN_2079786	NUAK1
ILMN_1861961	
ILMN_1857809	
ILMN_1691131	LSMD1
ILMN_1767024	LOC729393
ILMN_1814994	YY2
ILMN_1657045	ABR
ILMN_1666049	NUP214
ILMN_1848166	
ILMN_1713128	LOC651287
ILMN_1773525	LOC652692
ILMN_1658468	LOC652840
ILMN_1863097	
ILMN_1734096	DCLRE1A
ILMN_1763685	LOC339047
ILMN_1772455	HDAC3
ILMN_1762095	TMTC4
ILMN_1656285	METTL7A
ILMN_1755019	LOC642655
ILMN_1692731	TTYH3
ILMN_1902983	
ILMN_1868808	
ILMN_1759910	SERPINA5
ILMN_1659106	PHLDA3
ILMN_1888165	
ILMN_1859272	
ILMN_1891382	
ILMN_1733069	TBX18
ILMN_1821546	
ILMN_1870997	
ILMN_2411998	EMR4
ILMN_2296860	EMR4
ILMN_1688622	UBQLN1
ILMN_1725500	LOC647742
ILMN_1825179	
ILMN_1749827	NT5C1B
ILMN_1756623	NT5C1B
ILMN_1837249	
ILMN_1763371	RGS3
ILMN_2139061	COPS2
ILMN_1818256	
ILMN_2400360	KLKBL4
ILMN_1727084	ADAMTSL1
ILMN_1679685	WDR38
ILMN_2077008	WDR38
ILMN_1665302	WDR38
ILMN_1817198	
ILMN_1765880	C16orf57
ILMN_1829221	
ILMN_1862689	
ILMN_1877472	
ILMN_1733983	LOC653316
ILMN_1804384	ASMTL
ILMN_1863081	
ILMN_1724113	LOC391609
ILMN_1824263	
ILMN_1694780	GCHFR
ILMN_1759861	LOC646653
ILMN_2346727	MTUS1
ILMN_1776493	MTUS1
ILMN_1762529	SLC12A8
ILMN_1709750	SUSD1
ILMN_1872725	
ILMN_1702775	LRP5
ILMN_1696587	LRP1B
ILMN_1745851	LOC389676
ILMN_1780762	OR9Q2
ILMN_1869064	
ILMN_1805643	RILPL1
ILMN_1857335	
ILMN_1680890	LOC647339
ILMN_1913835	
ILMN_1829302	
ILMN_1679280	LOC643997
ILMN_2276688	DIXDC1
ILMN_2375830	DIXDC1
ILMN_1736704	DIXDC1
ILMN_1773886	MED21
ILMN_1912611	
ILMN_1720496	GUCY1A2
ILMN_1747759	WSB1
ILMN_2197030	ZFYVE21
ILMN_1725981	LOC654189
ILMN_1761474	LOC654189
ILMN_1721314	LOC646867
ILMN_1748378	NPHS2
ILMN_1705842	USP22
ILMN_1906158	
ILMN_1655935	ADCY7
ILMN_1852992	
ILMN_1805726	LOC654069
ILMN_1800884	LOC654069
ILMN_2391400	PITX2
ILMN_1681747	LOC132707
ILMN_1868600	
ILMN_1731851	OXA1L
ILMN_1687609	AATK
ILMN_1699334	AATK
ILMN_2068874	AATK
ILMN_1684401	FMO1
ILMN_1913678	
ILMN_2265995	NBPF3
ILMN_1771898	NBPF3
ILMN_1707244	NBPF3
ILMN_1680348	NBPF3
ILMN_1798043	LOC339674
ILMN_1695799	LOC339674
ILMN_1672908	TWIST1
ILMN_1719611	CCT6A
ILMN_1825543	
ILMN_1693152	FUT8
ILMN_1849268	
ILMN_1671725	REPIN1
ILMN_1782197	LOC643604
ILMN_2336335	MARCH8
ILMN_1699217	C1orf96
ILMN_1672863	C3orf46
ILMN_1761283	LOC149351
ILMN_1882499	
ILMN_1661332	ZNF334
ILMN_1672743	ZNF334
ILMN_1826530	
ILMN_1711579	CSN2
ILMN_1852245	
ILMN_1767388	AAA1
ILMN_1704537	PHGDH
ILMN_1791525	LOC653047
ILMN_1668114	LOC642558
ILMN_1683064	LOC645254
ILMN_1883306	
ILMN_2074762	FCRL6
ILMN_1771695	RCBTB2
ILMN_2148668	RCBTB2
ILMN_2410428	PARG
ILMN_1839081	
ILMN_2410612	DMBT1
ILMN_1857684	
ILMN_2085922	WRB
ILMN_1695092	WRB
ILMN_1685062	REG3G
ILMN_1676795	REG3G
ILMN_1882370	
ILMN_1737416	PGBD3
ILMN_1695640	PTPN22
ILMN_2246328	PTPN22
ILMN_2082762	SNORD68
ILMN_1701852	ZNF44
ILMN_1751075	SETD4
ILMN_1784105	SLC38A7
ILMN_1860268	
ILMN_1754179	AP1G2
ILMN_1895678	
ILMN_1898799	
ILMN_1670866	LOC388276
ILMN_1676026	MRPS26
ILMN_1784365	MYOG
ILMN_1676763	PIPSL
ILMN_1704861	MYO1A
ILMN_1813335	LTC4S
ILMN_2372681	MAGEA6
ILMN_1675651	MAGEA6
ILMN_1685798	MAGEA6
ILMN_1851137	
ILMN_1901182	
ILMN_2138530	LOC651921
ILMN_1817849	
ILMN_1667670	SLC25A15
ILMN_1656554	OR4M2
ILMN_2206224	OR4M2
ILMN_1858048	
ILMN_1652397	TRPT1
ILMN_2364674	TRPT1
ILMN_1744441	CREB5
ILMN_1911706	LOC729715
ILMN_1911162	
ILMN_1763739	SOLH
ILMN_1744949	RHOBTB3
ILMN_1773963	GNA15
ILMN_1801680	LOC731431
ILMN_1913369	
ILMN_2343775	RPL38
ILMN_1795927	PSPC1
ILMN_1842662	
ILMN_1767006	PSMB8
ILMN_1747195	PSMB8
ILMN_1764801	LOC285047
ILMN_2140380	ZBTB12
ILMN_1761072	LOC653631
ILMN_1668090	STK25
ILMN_1883050	
ILMN_1724699	ACAD8
ILMN_1851466	
ILMN_1892050	
ILMN_1875784	
ILMN_1719876	KIAA1804
ILMN_2174380	KIAA1804
ILMN_1840904	
ILMN_1758705	IRX6
ILMN_1686060	LOC729777
ILMN_2225144	EIF4E3
ILMN_1796146	EIF4E3
ILMN_1805541	LOC652712
ILMN_1822854	
ILMN_1727466	KCNMB4
ILMN_1707794	LOC647865
ILMN_1801658	BMPR1B
ILMN_2403852	CYTH1
ILMN_1667873	KIAA0692
ILMN_1860497	
ILMN_1731314	OR10H3
ILMN_2223618	KLKP1
ILMN_1686498	LOC650975
ILMN_1685856	FAM92A1
ILMN_1754439	LOC653286
ILMN_2180827	MEPCE
ILMN_2119793	ANKRD34A
ILMN_1727073	MEA1
ILMN_1692760	DPAGT1
ILMN_1744244	DPAGT1
ILMN_1777220	VCP
ILMN_1695036	TPPP3
ILMN_2329625	PCDH11X
ILMN_1875917	
ILMN_1845499	
ILMN_2176502	UNC5B
ILMN_1692665	UNC5B
ILMN_1794780	SHARPIN
ILMN_1678636	LOC653303
ILMN_1697002	LOC646256
ILMN_1877303	
ILMN_1762972	CHD9
ILMN_1781819	PAPSS1
ILMN_1851746	
ILMN_2198408	MFF
ILMN_1804396	C14orf4
ILMN_1753164	IPO8
ILMN_1688938	KCNRG
ILMN_2074575	LOC652838
ILMN_1916017	
ILMN_1788272	LOC643935
ILMN_1796737	APM-1
ILMN_1720477	LOC388237
ILMN_1888100	
ILMN_1753340	LOC728226
ILMN_1710264	LOC728226
ILMN_1873534	
ILMN_1877442	
ILMN_1680434	MAPK8IP1
ILMN_2219683	NEU4
ILMN_1905637	
ILMN_1898796	
ILMN_1708451	DSCR5
ILMN_1885202	
ILMN_1724021	SLC6A19
ILMN_1823277	
ILMN_2346339	FOLR1
ILMN_1916513	
ILMN_2049021	PTTG3P
ILMN_2214997	LRRFIP1
ILMN_1775036	SEC22A
ILMN_1720557	FAM7A3
ILMN_1828332	
ILMN_1805720	LOC644096
ILMN_1848477	
ILMN_1868900	
ILMN_1909268	
ILMN_1735115	FOLH1
ILMN_1736533	RND2
ILMN_1901809	
ILMN_1800169	LOC642176
ILMN_1852267	
ILMN_2156971	PRY
ILMN_1898003	
ILMN_1910673	
ILMN_1912573	
ILMN_1753271	B4GALNT3
ILMN_1914651	
ILMN_1747685	CPNE7
ILMN_1905019	
ILMN_1793743	DIRC2
ILMN_2167123	OR2T12
ILMN_2123182	IL26
ILMN_1806044	LOC645378
ILMN_1658019	LOC648447
ILMN_1827981	
ILMN_1742272	REN
ILMN_2191902	ALX3
ILMN_2162989	TMEM189
ILMN_1789732	TMEM189
ILMN_1826451	
ILMN_1688959	CD27
ILMN_1894547	
ILMN_1799708	GYPA
ILMN_1883097	
ILMN_2370772	EIF4G1
ILMN_1898566	
ILMN_1652975	DLK1
ILMN_1797519	DLK1
ILMN_1697614	NHP2L1
ILMN_1763460	NHP2L1
ILMN_1774063	EDEM3
ILMN_1657639	EDEM3
ILMN_2065299	EDEM3
ILMN_1891312	
ILMN_1756921	DNAI2
ILMN_1914143	
ILMN_1661128	LOC646154
ILMN_1859159	
ILMN_1753341	LOC650776
ILMN_1828438	
ILMN_1798817	SDR42E1
ILMN_1744711	LOC652762
ILMN_2222651	MAK10
ILMN_1666986	GCNT2
ILMN_1714738	SCMH1
ILMN_1771026	GARS
ILMN_1706644	BDNF
ILMN_1850475	
ILMN_1813043	BHMT2
ILMN_1688121	LOC147975
ILMN_1903069	
ILMN_1860322	
ILMN_1803779	AP2A2
ILMN_1736242	PLEKHG4
ILMN_1696085	LOC645527
ILMN_1653267	GPR26
ILMN_1912613	
ILMN_2406873	ARFGAP1
ILMN_1829532	
ILMN_2052438	CYorf14
ILMN_2052433	CYorf14
ILMN_1772925	UBE2NL
ILMN_1817377	
ILMN_1667813	LOC648000
ILMN_1794595	GAMT
ILMN_1756469	GAMT
ILMN_2381020	SLCO1A2
ILMN_1825302	
ILMN_2246382	MAGED1
ILMN_2050970	C1QL3
ILMN_1862655	
ILMN_2190624	CDH6
ILMN_1766675	CDH6
ILMN_1657680	CCDC69
ILMN_1704380	INCA1
ILMN_1895324	
ILMN_1657864	TMUB2
ILMN_1698427	TMUB2
ILMN_1664364	FLJ40288
ILMN_1722066	ARMC1
ILMN_1815404	LOC652185
ILMN_1764617	GPATCH8
ILMN_2084489	ZNF595
ILMN_1872408	
ILMN_2285480	LBR
ILMN_1916687	
ILMN_1915142	
ILMN_1679987	AKAP14
ILMN_1802537	AKAP14
ILMN_1871156	
ILMN_2311041	MRPL52
ILMN_1790595	TFAP2E
ILMN_1655612	ARRDC2
ILMN_1715181	ARRDC2
ILMN_2197846	HADHB
ILMN_1680850	RECQL
ILMN_1728934	PRC1
ILMN_1731374	CPE
ILMN_1826056	
ILMN_2112049	DNLZ
ILMN_2367204	DSCAM
ILMN_1654170	HERC2P2
ILMN_1666485	HERC2P2
ILMN_1653127	HERC2P2
ILMN_1754880	HERC2P2
ILMN_1681826	CRB2
ILMN_1821824	
ILMN_1855587	
ILMN_1882764	LOC730358
ILMN_1718401	DOC2B
ILMN_2093203	HTR3D
ILMN_1711883	HTR3D
ILMN_1881172	
ILMN_1716674	VWA2
ILMN_1695432	TPST2
ILMN_2329679	TPST2
ILMN_1849781	
ILMN_2349124	OSBPL2
ILMN_1656482	OSBPL2
ILMN_1751941	LOC728772
ILMN_1798206	KRTAP11-1
ILMN_1686623	CSF1R
ILMN_1751561	CAMK1D
ILMN_2280721	CAMK1D
ILMN_1795561	CAMK1D
ILMN_1829517	
ILMN_1759760	NBPF10
ILMN_1764201	MAP2
ILMN_1690561	GZMM
ILMN_1680930	LOC644504
ILMN_1738580	NR2E1
ILMN_1689634	LOC392843
ILMN_1690856	LOC392843
ILMN_1738322	SHROOM1
ILMN_1820559	
ILMN_1810684	TINAG
ILMN_1652929	POGZ
ILMN_1821815	
ILMN_1755303	ZNF217
ILMN_1806305	FLJ23356
ILMN_1875919	
ILMN_1704637	C4orf23
ILMN_1798129	C4orf23
ILMN_1797612	LOC440368
ILMN_1835430	
ILMN_1792270	C10orf46
ILMN_1698334	LOC728863
ILMN_1747911	CDC2
ILMN_1710428	CDC2
ILMN_2104924	C21orf70
ILMN_2104929	C21orf70
ILMN_1655201	C21orf70
ILMN_1668065	RBED1
ILMN_1847990	
ILMN_1737402	FLJ20397
ILMN_1691503	SLC5A10
ILMN_1751232	SLC5A10
ILMN_1658806	SLC5A10
ILMN_1659207	LOC645225
ILMN_1738239	RBM6
ILMN_1780444	ARL3
ILMN_1677497	STAB2
ILMN_1703855	SERPINB3
ILMN_2120222	SERPINB3
ILMN_1660133	LOC645566
ILMN_1657283	ALKBH5
ILMN_1712913	UNC5A
ILMN_1693218	ART3
ILMN_1874728	
ILMN_1751814	LOC645128
ILMN_1857915	LOC401397
ILMN_1670895	ZNF207
ILMN_1778177	ZNF207
ILMN_2398274	PYCARD
ILMN_1813957	CEACAM7
ILMN_1807609	SPTBN5
ILMN_1684923	ANP32E
ILMN_1817976	
ILMN_1735199	CIAPIN1
ILMN_1916842	
ILMN_1685845	POLDIP3
ILMN_2148944	ADCY4
ILMN_1658469	TP53AP1
ILMN_1695740	C1QTNF8
ILMN_1674051	CCHCR1
ILMN_1812091	FAM20A
ILMN_1886990	
ILMN_1757749	LOC342934
ILMN_1719069	FOXN4
ILMN_1896271	
ILMN_1788775	LOC650410
ILMN_1750051	FLJ39827
ILMN_1909790	
ILMN_1727753	CR2
ILMN_1684724	CR2
ILMN_1884750	
ILMN_1822307	
ILMN_1712523	MAP6
ILMN_1906875	
ILMN_1828000	
ILMN_1726464	LOC646179
ILMN_1701882	LOC653820
ILMN_2357155	TPO
ILMN_1665571	LOC644869
ILMN_1759097	MLLT11
ILMN_1651228	RPS28
ILMN_2121958	OC90
ILMN_1708535	MGC39545
ILMN_1829366	
ILMN_1898466	
ILMN_1664622	KIAA0953
ILMN_1760280	NXT1
ILMN_1701308	COL1A1
ILMN_1794726	RNF167
ILMN_1766377	PCDHB6
ILMN_2385097	NDRG3
ILMN_1738229	NDRG3
ILMN_1732717	FAM71E1
ILMN_1768973	HIST2H2AC
ILMN_2067101	POLR1B
ILMN_1794632	POLR1B
ILMN_1814701	COL9A1
ILMN_1738867	LOC440836
ILMN_1673455	RASAL2
ILMN_1860296	
ILMN_1761044	GNB1L
ILMN_1759232	IRS1
ILMN_1725170	LOC650557
ILMN_1756579	LOC650557
ILMN_1729611	REEP4
ILMN_1910246	
ILMN_1869348	
ILMN_1741204	KLHDC2
ILMN_1739798	C7orf30
ILMN_1899151	
ILMN_1832211	
ILMN_1660519	C3orf70
ILMN_1670681	PHOX2A
ILMN_1738179	FOXP1
ILMN_1864521	
ILMN_1799765	RAB24
ILMN_2115591	KLHDC10
ILMN_1702635	KLHDC10
ILMN_1727732	TEKT4
ILMN_1742468	LOC652433
ILMN_2276904	ALOX15B
ILMN_1751975	ALOX15B
ILMN_2408039	EEF1D
ILMN_1782543	EEF1D
ILMN_1703635	EEF1D
ILMN_1757497	VGF
ILMN_1718808	AKAP10
ILMN_1667823	HAND2
ILMN_1722798	PLCD3
ILMN_1718603	CYP4F8
ILMN_1651609	SPRED3
ILMN_2275110	SPRED3
ILMN_2151241	MMEL1
ILMN_1718488	MMEL1
ILMN_1849298	SH3TC2
ILMN_1693981	SH3TC2
ILMN_1891476	SH3TC2
ILMN_1803939	YIPF6
ILMN_1802757	CBWD1
ILMN_1890457	
ILMN_2329958	ABI1
ILMN_1740258	KRTAP20-2
ILMN_1907825	
ILMN_1884277	
ILMN_2181892	BEX2
ILMN_1720566	LOC651986
ILMN_1767900	LGI2
ILMN_1854257	
ILMN_1811437	C11orf9
ILMN_1850248	
ILMN_1765770	SYCP2
ILMN_2096604	NIP30
ILMN_1749716	LOC642351
ILMN_1841450	
ILMN_1780365	LOC653280
ILMN_1719749	PTGES3
ILMN_1761120	TM2D3
ILMN_1697472	TM2D3
ILMN_1736415	LOC642144
ILMN_2228710	PDCD5
ILMN_1828766	
ILMN_1768820	CYP11A1
ILMN_2325998	ICK
ILMN_1706842	C11orf55
ILMN_1684795	PRND
ILMN_1723522	APOLD1
ILMN_1836172	
ILMN_2137536	ZZZ3
ILMN_1758619	SAG
ILMN_1733874	SH2D2A
ILMN_1777491	LOC646257
ILMN_1673820	HLTF
ILMN_1874790	
ILMN_1782545	SLC2A4
ILMN_1861077	
ILMN_1890871	
ILMN_1768120	C3orf48
ILMN_1665679	PEX10
ILMN_2122926	VN1R2
ILMN_1893536	
ILMN_1870149	
ILMN_1680860	LEMD2
ILMN_1672382	SLC38A3
ILMN_2115677	LRIT2
ILMN_1916878	
ILMN_1703475	LOC642981
ILMN_2324561	SLC7A6
ILMN_1812559	SLC7A6
ILMN_2162135	FLJ13611
ILMN_1854647	
ILMN_1889234	
ILMN_1664235	BCL2L14
ILMN_1689190	LOC643729
ILMN_1717565	LOC497190
ILMN_1738671	LOC731085
ILMN_1690627	LOC643120
ILMN_2094587	USP8
ILMN_1715188	USP8
ILMN_1844176	
ILMN_1703924	C6orf12
ILMN_1727272	CCT8L2
ILMN_1669023	FHL5
ILMN_1903875	
ILMN_1666363	FOXN1
ILMN_1707957	LOC644738
ILMN_1803850	TSPAN15
ILMN_1842317	
ILMN_1772796	DYNLL2
ILMN_1777251	NEBL
ILMN_1675927	NEBL
ILMN_1915827	
ILMN_1739134	LOC388931
ILMN_1737096	CLDN10
ILMN_1668839	ACOX1
ILMN_1872761	
ILMN_1708098	LIX1L
ILMN_1798867	CAMTA2
ILMN_1676302	FAM113A
ILMN_1738780	LOC647323
ILMN_1851049	
ILMN_1868058	
ILMN_1859406	
ILMN_1775856	LOC727811
ILMN_1675346	LOC727811
ILMN_2311873	GP2
ILMN_1847028	
ILMN_1733615	MTF2
ILMN_1814654	LOC651125
ILMN_1877027	
ILMN_1882970	
